,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
448889,BOBiJ,6k1/6p1/1p1r1pPp/p7/4p1P1/8/PP5P/2R3K1 b - - 0 31,d6d5 c1c8 d5d8 c8d8,600,114,69,152,endgame mate mateIn2 rookEndgame short,https://lichess.org/2rOICFXQ/black#62
989390,P7iyN,8/5k2/N6p/7P/1r6/6p1/2r3P1/2R3K1 w - - 0 43,c1c2 b4b1 c2c1 b1c1,600,99,86,214,endgame mate mateIn2 short,https://lichess.org/JmdHrEX4#85
2106603,rWS0i,8/8/p7/3K1p1p/1k3P1P/6P1/8/8 w - - 1 51,d5e5 a6a5 e5f5 a5a4,600,92,80,193,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/MKIjh3xL#101
2001374,opmxp,r3Q2k/ppqn2pp/2p3p1/3p2n1/3P2P1/2N4P/PPP2P1N/R3R1K1 b - - 0 20,a8e8 e1e8 d7f8 e8f8,600,89,74,368,backRankMate mate mateIn2 middlegame short,https://lichess.org/AW95ETM4/black#40
1368033,Yl9Qt,2b5/p4kpp/1p1p1p2/1N1P4/8/7P/PP3PP1/6K1 b - - 1 24,c8b7 b5d6 f7e7 d6b7,600,103,93,913,crushing endgame fork short,https://lichess.org/0ujRSeOQ/black#48
448985,BOM77,r1b3k1/ppp2ppp/1bB5/6B1/4r2P/8/PPP3P1/2KR2NR b - - 0 15,b7c6 d1d8 e4e8 d8e8,600,95,60,157,backRankMate master mate mateIn2 middlegame short,https://lichess.org/X4vYaXrQ/black#30
1446123,ajP6q,8/p4pkp/1p4p1/4p3/N3n3/1P6/P2r1PPP/4R1K1 w - - 2 25,e1e4 d2d1 e4e1 d1e1,600,88,78,105,backRankMate endgame mate mateIn2 short,https://lichess.org/PBnbmtd1#49
830950,L5n14,6k1/5ppp/8/4p1PP/6q1/8/2R2K2/8 b - - 2 44,g4g5 c2c8 g5d8 c8d8,600,105,74,485,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/MnJmUFAk/black#88
1530405,cs8Hq,6k1/5ppp/8/1B6/4P3/1r4P1/3p1P1P/R5K1 b - - 0 29,b3b5 a1a8 b5b8 a8b8,600,110,82,325,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/pcNgicQl/black#58
1368010,Yl7NF,3r3k/5q2/7p/4p1p1/4B3/6P1/6PP/5Q1K w - - 1 42,f1f7 d8d1 f7f1 d1f1,600,101,85,752,backRankMate endgame mate mateIn2 short,https://lichess.org/02awMqmS#83
1491207,bsOHf,5Q2/6pk/p6p/1p1p4/8/P1q2P2/6PP/R6K w - - 3 33,a1e1 c3e1,600,100,89,722,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/7Cup6E64#65
1027995,Q74Y3,2k1r2r/1pp2Q1p/p2p4/8/4q3/8/PPP2PPP/2R2RK1 w - - 0 18,f1e1 e4e1 c1e1 e8e1,600,102,88,560,backRankMate endgame mate mateIn2 short,https://lichess.org/GwrvvG3N#35
1073915,RHTdn,r1bqkb1r/2pp1ppp/p4n2/3NN3/1p1n4/1B6/PPPPQPPP/R1B1K2R w KQkq - 1 10,d5c7 d8c7,600,103,50,80,advantage hangingPiece oneMove opening,https://lichess.org/lpRIBRUp#19
17756,0S4sr,1r1r2k1/5ppb/7p/3BR3/pP6/7P/1P3PP1/4R1K1 b - - 0 32,b8b4 e5e8 d8e8 e1e8,600,92,90,817,endgame master mate mateIn2 short,https://lichess.org/kxF02Vgf/black#64
67947,1jAK8,2kr2nr/1pp2ppp/p2P4/1N6/4P1b1/8/PPP2PPP/R1B1K2R w KQ - 0 13,d6c7 d8d1,600,88,91,339,mate mateIn1 middlegame oneMove,https://lichess.org/LTRHj24O#25
1916306,mfuyA,6k1/5pp1/p1r5/1p2b3/1P6/P1NR3P/6P1/7K w - - 0 33,c3e4 c6c1 d3d1 c1d1,600,107,92,324,endgame mate mateIn2 short,https://lichess.org/DsISwGGi#65
265957,6kuTM,2r1r2k/3R1Qbp/p5p1/4pp2/1P6/P3P3/5PPP/R1q3K1 w - - 16 28,a1c1 c8c1 d7d1 c1d1,600,93,90,202,backRankMate endgame mate mateIn2 short,https://lichess.org/sAGlNBjQ#55
1530457,csD3L,6k1/p1q3pp/1pp2p2/3p4/4nP2/1P2Q1NP/P1P3P1/6K1 b - - 4 27,e4g3 e3e8,600,82,100,337,endgame mate mateIn1 oneMove,https://lichess.org/luI0O3LH/black#54
447618,BMFGM,3rr1k1/p1p2ppp/3p2q1/4R3/6bP/2N2Q2/PPPB1PP1/4R1K1 b - - 0 21,g4f3 e5e8 d8e8 e1e8,600,106,67,365,backRankMate mate mateIn2 middlegame short,https://lichess.org/wsuZnDCc/black#42
445013,BIE8O,2k5/pp1R4/4p3/1B1pN3/1n1P4/4P1r1/1PP5/1K6 w - - 4 39,d7e7 g3g1 b5f1 g1f1,600,103,90,135,endgame mate mateIn2 short,https://lichess.org/pJZMYbms#77
695667,Hepyq,6k1/1rN2bpp/3R1p2/p1p5/8/PP4P1/2P2P1P/6K1 b - - 0 28,b7c7 d6d8 f7e8 d8e8,600,112,86,166,advantage endgame short,https://lichess.org/AgoxneLb/black#56
1370757,YpWXJ,3r2k1/4bp2/2Q2pp1/p2r4/4p3/1N2P3/q4PPP/RR4K1 w - - 0 24,a1a2 d5d1 b1d1 d8d1,600,92,66,332,backRankMate mate mateIn2 middlegame short,https://lichess.org/oHhOScPF#47
1147726,TA0Dt,2r3k1/6pp/8/8/8/4q3/6PP/4R2K w - - 0 43,e1e3 c8c1 e3e1 c1e1,600,102,76,342,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/qdM9QZyu#85
175976,4T3fd,2n3k1/5ppp/5n2/1q1p4/4N1P1/4P2P/5P2/2Q3K1 b - - 0 35,f6e4 c1c8 b5e8 c8e8,600,103,69,86,endgame hangingPiece mate mateIn2 short,https://lichess.org/IdCWIBRW/black#70
445904,BJcBY,1r2r1k1/R4pp1/2p4p/3p4/3P4/3nP3/3R1PPP/6K1 w - - 0 26,d2d3 b8b1 d3d1 b1d1,600,103,69,385,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/MEpqn8qq#51
1888049,lx0Na,8/5k1p/p3pp2/4b3/PP2N3/1r2P3/5PP1/2R4K w - - 1 29,c1c4 b3b1 c4c1 b1c1,600,106,86,344,endgame mate mateIn2 short,https://lichess.org/U1CYQmE6#57
67032,1hn2N,5k2/pb1B1p1p/1p6/3p4/3bnQ2/1P6/P1P3PP/7K w - - 9 29,d7e6 e4f2 f4f2 d4f2,600,81,81,168,crushing endgame short,https://lichess.org/LENAib2u#57
1643816,fkY4z,5k2/5ppp/p3p3/2P5/8/4P3/P1r2PPP/3R2K1 w - - 0 23,d1d6 c2c1 d6d1 c1d1,600,101,88,650,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/hYWxKMS5#45
309433,7rvyM,1r6/5p1p/4pk2/2np4/8/4P3/5PPP/2R3K1 w - - 0 28,c1c5 b8b1 c5c1 b1c1,600,102,71,88,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/VjpCRXHs#55
1371581,YqogM,r3r1k1/pp3p1p/6p1/3N1b2/3Q4/8/PP3PPP/R3q1K1 w - - 3 22,a1e1 e8e1,600,105,88,385,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/moF9jYux#43
697266,HhNvQ,3r2k1/4pp1p/6p1/8/2P5/4PP2/Pq4PP/1R5K w - - 0 29,b1b2 d8d1,600,112,76,247,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/UqtkFL8X#57
1147789,TA54M,r7/1ppq1k2/5p2/p1QP2r1/2P5/P2P2Pp/1P5P/R3R1K1 w - - 1 26,e1e7 d7e7 c5e7 f7e7,600,95,55,90,crushing endgame short,https://lichess.org/fWZTFTj3#51
1916844,mgkCZ,8/8/K7/6p1/1P6/6k1/8/8 b - - 1 42,g3h2 b4b5 h2h1 b5b6 g5g4 b6b7 g4g3 b7b8q,600,87,65,128,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/Xh4vCtsI/black#84
1147810,TA6kB,1r4k1/1p2Rppp/p2p4/5r2/8/8/PP3PPP/4R1K1 b - - 3 23,f5d5 e7e8 b8e8 e1e8,600,96,80,198,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/NizY4LYx/black#46
698300,Hj3tQ,r1b3k1/p2q2bp/1p2p1p1/2p5/4Pr2/P1P1Q3/BP4PP/1RB4K w - - 0 22,e3f4 d7d1 f4f1 d1f1,600,122,83,37,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dGFesSoD#43
445997,BJl1Y,Q4rk1/5ppp/4p3/p1p5/2P5/qP2P1P1/P2R1P1P/3R2K1 b - - 0 22,f8a8 d2d8 a8d8 d1d8,600,101,69,170,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/YUN6ckLB/black#44
1074879,RJ7PU,3Q2rk/p5pp/8/7P/8/P4R2/1PP1q3/1K3R2 b - - 0 37,g8d8 f3f8 d8f8 f1f8,600,110,67,273,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/LmlBohrq/black#74
1643530,fk6GE,6k1/5ppp/8/p7/Pp6/1P3P2/1r2RKPP/8 b - - 0 33,b2b3 e2e8,600,99,78,368,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/8ONyzfUv/black#66
1820579,kExmQ,8/8/3nk3/7p/5Pp1/4N1P1/5K2/8 w - - 27 91,e3g2 d6e4 f2g1 e4g3,600,92,95,688,crushing deflection endgame knightEndgame master short,https://lichess.org/p0U3nIDy#181
1371646,Yqv31,3rQ2k/1p4p1/2n2q1p/p7/1P6/P1P5/2B3P1/4R2K b - - 1 30,d8e8 e1e8 f6f8 e8f8,600,95,57,45,endgame mate mateIn2 short,https://lichess.org/XzMXy4xM/black#60
2030147,pZaIq,r7/R6R/1p6/kP4p1/P7/1K6/2P2r1P/8 b - - 0 38,a8a7 h7a7,600,116,80,58,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/anJix0kK/black#76
67023,1hm4P,6k1/5ppp/2p5/1p6/7P/4n1P1/1P1Nr1PK/R7 b - - 3 28,e2d2 a1a8 d2d8 a8d8,600,101,94,412,backRankMate endgame mate mateIn2 short,https://lichess.org/kcjq8mc7/black#56
360542,99bDt,r5k1/pp4pp/2p2q1n/3pR3/6b1/5NP1/PPPN1KBP/4R3 b - - 3 19,h6f7 e5e8 a8e8 e1e8,600,94,57,72,backRankMate mate mateIn2 middlegame short,https://lichess.org/7n0JKjZz/black#38
2107290,rXWBk,2kbr3/5p2/1pp1q2p/6p1/2P5/1Q6/PP3PPP/R2R2K1 w - - 2 26,d1e1 e6e1 a1e1 e8e1,600,80,75,141,backRankMate endgame mate mateIn2 short,https://lichess.org/Y0cUuNst#51
66977,1hhQK,8/4k3/3p4/1B1Pb3/1p2P1rP/5R2/P1P5/1K6 w - - 1 43,f3h3 g4g1 b5f1 g1f1,600,114,78,320,endgame mate mateIn2 short,https://lichess.org/PTltu0r9#85
2338056,xP0pI,2k5/2p3p1/p5r1/1pN2R2/1Pp4p/2P1PK1P/P5P1/4b3 b - - 0 30,e1c3 f5f8,600,91,63,100,endgame mate mateIn1 oneMove,https://lichess.org/4bEu7JTP/black#60
1706034,hKhoJ,3r3k/p5pp/8/5B2/5P2/P3p3/4p1PP/4R1K1 w - - 0 38,e1e2 d8d1 e2e1 d1e1,600,107,91,540,endgame mate mateIn2 short,https://lichess.org/awCIx3Qa#75
1643745,fkRlv,5r2/p5kp/2bpp3/1pp4n/6N1/P2P3P/B4r1K/R5N1 w - - 6 31,g4f2 f8f2,600,89,73,263,mate mateIn1 middlegame oneMove,https://lichess.org/7l5UT3Jg#61
43655,172Cf,q5k1/5ppp/2Q1p3/3p4/P2P4/4P3/5PPP/1R4K1 b - - 0 30,a8c6 b1b8 c6c8 b8c8,600,99,89,426,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/RYrk8k9Q/black#60
1788503,jQacj,4r1k1/pp2Rppp/2p5/8/8/6KP/PP4P1/3R4 b - - 0 26,e8e7 d1d8 e7e8 d8e8,600,91,76,65,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/8BEhrVLA/black#52
1856599,l9r4W,5rk1/1p4p1/p3R2p/2b5/8/2B5/PPP1RrPP/7K w - - 0 25,e2e1 f2f1 e1f1 f8f1,600,93,76,61,backRankMate endgame mate mateIn2 short,https://lichess.org/B0trT4oG#49
445769,BJQiB,3r2k1/5ppp/6b1/2R5/3P4/2N2P1P/6P1/6K1 b - - 2 35,d8d4 c5c8 d4d8 c8d8,600,110,56,285,backRankMate endgame mate mateIn2 short,https://lichess.org/oXDuf6R5/black#70
2322234,x0It9,8/r1p2kpp/2R2p2/3p4/3P4/1r2P3/P4PPP/6K1 w - - 0 27,a2b3 a7a1 c6c1 a1c1,600,86,64,192,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/cJra0uzs#53
697410,HheEX,4r1k1/1p3ppp/p1npr2P/3Q4/3P4/2Pp4/PP1N4/2K1qR1R w - - 1 21,f1e1 e6e1 h1e1 e8e1,600,94,85,338,mate mateIn2 middlegame queensideAttack short,https://lichess.org/3PwkVLOS#41
1812238,k1zjS,8/p3kp2/1p2p2p/1P1pP3/3P4/6PP/3bRP2/2r1NK2 b - - 0 31,c1e1 e2e1 d2e1 f1e1,600,102,65,122,crushing endgame master short,https://lichess.org/J150HccA/black#62
1147665,T9uDh,6k1/R4ppp/1p3n2/8/8/1qN5/1P1B1PPP/1n4K1 b - - 0 29,b1d2 a7a8 f6e8 a8e8,600,92,69,42,backRankMate endgame mate mateIn2 short,https://lichess.org/5cGce36h/black#58
161648,46HUO,r5k1/p1p2p1p/1p1p1Pp1/3P4/1P2n1q1/4R3/PB4PP/4R1K1 b - - 6 26,e4g5 e3e8 a8e8 e1e8,600,109,92,609,endgame kingsideAttack mate mateIn2 short,https://lichess.org/Np1Fq8LY/black#52
873298,MAjLF,6k1/1p3pp1/p1p1p1p1/3rP3/PP3Q2/2Pr3P/5PP1/2R3K1 w - - 4 29,f4h2 d3d1 c1d1 d5d1,600,84,100,125,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/G4qeQ1NW#57
2387463,yf3Ll,1r6/5pkp/6p1/3p4/2P1RP2/3R4/P5PP/7K w - - 1 33,d3d5 b8b1 d5d1 b1d1 e4e1 d1e1,600,101,67,94,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/AueHcorh#65
697326,HhUaT,2r3k1/1p2pp1p/p5p1/3P4/4P3/1P2B3/1b3PPP/3R2K1 w - - 0 24,d1d2 c8c1 d2d1 c1d1,600,101,79,397,backRankMate endgame mate mateIn2 short,https://lichess.org/MN1AFJVo#47
873302,MAjdq,2kr4/1pp3p1/7p/1p3R2/8/1P6/P1Pr1PPP/2R3K1 w - - 1 23,f5f7 d2d1 c1d1 d8d1,600,103,81,171,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZKmUoCX2#45
445899,BJc1o,2r3k1/3q1p2/2P3pp/4b3/P3B3/1Q5P/5PP1/6K1 w - - 0 36,c6d7 c8c1 b3d1 c1d1,600,82,100,84,endgame master mate mateIn2 short,https://lichess.org/VOi062rz#71
1370660,YpOlH,r3r2k/p5pp/5p2/8/8/R2q4/1P3PPP/1N4KR w - - 0 25,a3d3 e8e1,600,84,100,126,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/UBgIoHzu#49
2322217,x0Ggj,2r4k/6pp/2Q5/5p2/4p3/R7/5PPP/6K1 b - - 0 39,c8c6 a3a8 c6c8 a8c8,600,94,82,489,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/PKBCycHk/black#78
1705985,hKdCp,4r1k1/6p1/2N1p2p/pp3pr1/4n3/P7/1PP3PP/R4RK1 b - - 5 29,e8c8 c6e7 g8f7 e7c8,600,93,69,268,crushing endgame fork short,https://lichess.org/16DDmKDe/black#58
990880,PA6mg,r3q1k1/pp3ppp/2n5/3B3Q/2p5/2N4P/PPn2PP1/R5K1 w - - 0 17,d5f7 e8f7 h5f7 g8f7,600,108,81,323,advantage middlegame short,https://lichess.org/R3wmyTxl#33
696942,HgsMV,1r4k1/5pp1/4pb2/2P5/RN1Pp3/4P1Pp/1r3P1P/R5K1 w - - 4 24,b4a6 b2b1 a1b1 b8b1,600,100,73,125,endgame mate mateIn2 short,https://lichess.org/c7RTRewH#47
67139,1hxwE,1r1r2k1/p4ppp/8/8/3q4/3R1P2/PP1Q3P/1K1R4 b - - 0 29,d4b6 d3d8 b8d8 d2d8 b6d8 d1d8,600,99,79,121,backRankMate endgame long mate mateIn3,https://lichess.org/hm7cCU13/black#58
2107199,rXOer,1r5k/6pp/p7/4P3/7P/P2pqR1K/1B5P/5R2 b - - 2 38,e3e4 f3f8 b8f8 f1f8,600,103,92,584,backRankMate endgame mate mateIn2 short,https://lichess.org/rucP1y0S/black#76
696939,Hgs9d,4nr1k/pp4p1/2pPb2p/8/1Q6/2N5/PPP3PP/3R1q1K w - - 0 25,d1f1 f8f1,600,82,50,79,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/NLFak6E0#49
2322238,x0JJq,8/1p6/1kpb3R/7p/P7/4R2P/r4PPK/8 w - - 2 38,h2g1 a2a1 e3e1 a1e1,600,105,76,203,endgame mate mateIn2 short,https://lichess.org/8wFz24mJ#75
2174269,tECRC,8/R2R4/2p2r2/1p6/8/1Pk3P1/P7/2K5 w - - 1 41,d7e7 f6f1 e7e1 f1e1,600,87,60,157,endgame mate mateIn2 rookEndgame short,https://lichess.org/lIb7o3Dz#81
1370447,Yp45t,2r1Q2k/1p4p1/6B1/p2p2Pp/7P/3n4/PP6/1K2R3 b - - 0 37,c8e8 e1e8,600,89,73,65,endgame mate mateIn1 oneMove,https://lichess.org/WKMKMXnn/black#74
2270658,vgUwf,2r5/p4pkp/4p3/6p1/3r4/1P6/P4PPP/3R2K1 w - - 0 25,d1d4 c8c1 d4d1 c1d1,600,96,71,90,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/jqcfR8oc#49
696950,HgtL6,r2r2k1/pp3pp1/3R3p/8/2b5/P1N4P/1P3PP1/3R2K1 b - - 2 20,c4b3 d6d8 a8d8 d1d8,600,108,70,247,crushing endgame short,https://lichess.org/k1QVlMrq/black#40
2142830,sR0Ut,8/5p2/4p2k/p3PPq1/8/5K2/P2Q4/8 w - - 0 55,d2g5 h6g5 f5e6 f7e6,600,96,85,88,crushing endgame short,https://lichess.org/sPpc8USN#109
990771,P9uOy,6k1/p3pp1p/2qp2p1/r2R4/8/1P3Q2/P4PPP/6K1 w - - 0 31,d5a5 c6c1 f3d1 c1d1,600,106,78,304,backRankMate endgame mate mateIn2 short,https://lichess.org/7bgNuVxR#61
67150,1hynJ,3r2k1/pp3pp1/2p1p1p1/8/8/4B3/PPP1RPPP/3rR1K1 w - - 7 24,e1d1 d8d1 e2e1 d1e1,600,100,79,674,backRankMate endgame mate mateIn2 short,https://lichess.org/CAGFBr3P#47
2270103,vfbAK,3r3k/p1Q3pp/B2r4/4p3/4Pp2/2N2P2/PPP5/1K1q1R2 w - - 3 27,c3d1 d6d1 f1d1 d8d1,600,82,69,104,backRankMate endgame mate mateIn2 short,https://lichess.org/TDC5MV06#53
1643899,fkhYB,6k1/5pb1/p4qpp/3p1p2/5N2/1P2Q3/2P2PPP/6K1 w - - 1 29,f4d5 f6a1 e3c1 a1c1,600,107,87,206,backRankMate endgame mate mateIn2 short,https://lichess.org/3P7yRSW5#57
187641,4lAEn,4r1k1/3q2pp/3pr1n1/pp6/2p5/2P3Q1/PPBR1PPP/R5K1 w - - 8 28,a1d1 e6e1 d1e1 e8e1,600,101,78,328,backRankMate mate mateIn2 middlegame short,https://lichess.org/DDhIExqz#55
187818,4lSJg,2K4k/pr3Rpp/8/q7/8/7P/4Q1P1/8 b - - 6 46,b7f7 e2e8 f7f8 e8f8,600,107,86,428,endgame fork mate mateIn2 short,https://lichess.org/mdNYhNRR/black#92
360410,99NvA,4N1k1/2R3pp/4rp2/pp1p4/1PnP1Q2/P7/5PPP/6K1 w - - 1 32,e8g7 e6e1,600,97,91,266,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/p6Ux7fNX#63
1622576,fDH9G,6k1/p1p3p1/2R2p1p/3P4/1r2P3/8/5PPP/6K1 w - - 0 31,c6c7 b4b1 c7c1 b1c1,600,105,94,652,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZkvZlSXj#61
2302800,wVJqR,4r1k1/p1p2ppp/2p5/2R5/8/2p5/P1P3PP/R1K5 w - - 2 24,c5c6 e8e1,600,101,65,551,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MxFGkZwz#47
1370467,Yp5bk,2k5/1p2p3/p3Np2/5P2/1KP3r1/5r2/P7/3R4 b - - 9 36,f3f5 d1d8,600,100,86,782,endgame mate mateIn1 oneMove,https://lichess.org/XMsYwoQE/black#72
1370513,Yp9Yy,r4rk1/1pp2ppp/8/4R3/p1P5/P4P2/5P1P/4R1K1 b - - 0 27,f8e8 e5e8 a8e8 e1e8,600,107,71,91,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/240pWKQU/black#54
1446565,ak4KD,6k1/8/4p3/P2bN3/8/5P1p/1PP5/3K4 w - - 0 32,e5g4 d5f3 d1e1 f3g4,600,100,78,252,crushing endgame fork short,https://lichess.org/SgP8bf7r#63
2002377,orME4,2RrQ2k/1p4pp/8/1P2P3/P4nP1/3q4/8/2B2NK1 b - - 1 32,d8e8 c8e8,600,95,50,83,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/dnY24kiK/black#64
1916892,mgoqj,1q4k1/5pp1/2b1p2p/P2p4/1r6/QN2P2P/5PP1/1R4K1 w - - 3 37,b3d2 b4b1 d2b1 b8b1,600,103,88,300,advantage endgame short,https://lichess.org/50v9WXu4#73
990862,PA5Fc,8/8/1K6/7p/P7/7k/8/8 b - - 1 48,h3g3 a4a5 g3f2 a5a6 h5h4 a6a7 h4h3 a7a8q,600,106,92,167,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/CwDWvM2N/black#96
1599399,eceRR,2rQ2k1/Bp3ppp/n3p3/4P3/8/Pq6/1P3P1P/1K1R4 b - - 1 29,c8d8 d1d8,600,104,50,114,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/XVAhlvmp/black#58
1147944,TAJT6,3r2k1/pp4pp/5p2/4b3/8/PNP2R1P/1P4P1/1R1r3K w - - 9 30,b1d1 d8d1 f3f1 d1f1,600,103,92,414,endgame mate mateIn2 short,https://lichess.org/ZKiVoQ4I#59
1887892,lwmPA,3r4/7p/7k/p1R3p1/P7/1P2P3/2Pr1PPP/5RK1 w - - 0 24,f1c1 d2d1 c1d1 d8d1,600,99,84,697,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/Wt33U3Dr#47
1775735,j6TFA,6k1/5ppp/1p6/p7/P7/3QPPP1/q3NK1P/2r5 b - - 4 39,c1c2 d3d8,600,103,83,625,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/8k53wpcK/black#78
1788526,jQcCn,4r1k1/1pq2pp1/p1p2n1p/P1Pp1B2/1P1PnN2/6PP/4QP2/4R1K1 b - - 12 31,e4c3 e2e8 f6e8 e1e8,600,92,94,313,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/DBwGvpeN/black#62
1856573,l9pEa,3r2k1/1b3ppp/8/pP6/P7/8/RR3rPP/7K w - - 0 34,b2f2 d8d1 f2f1 d1f1,600,104,89,370,endgame mate mateIn2 short,https://lichess.org/xJNWaJmN#67
1147969,TALVv,2k4r/1p3p2/p1p2rpp/2R5/8/P1Q5/6PP/4Rq1K w - - 2 29,e1f1 f6f1,600,104,88,910,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/4QrwfGaf#57
2002365,orLQC,3r4/p2rp2k/1pp2p1P/4b1p1/4N3/3N1R2/PPP2P2/1K5R w - - 0 28,d3e5 d7d1 h1d1 d8d1,600,105,73,436,backRankMate endgame mate mateIn2 short,https://lichess.org/cYf9SkKB#55
1147983,TAN5R,r3r1k1/p4ppp/2p5/1p1p4/3Pnq2/P1P1RP2/2P3PP/3QR1K1 b - - 0 20,e4g5 e3e8 a8e8 e1e8,600,97,71,105,backRankMate mate mateIn2 middlegame short,https://lichess.org/PpauhH4l/black#40
873460,MB0c3,4r1k1/R4ppp/3p4/8/P5n1/3N2Pb/7P/6K1 b - - 2 28,e8e3 a7a8 e3e8 a8e8,600,96,94,211,backRankMate endgame mate mateIn2 short,https://lichess.org/eW9hrG63/black#56
187809,4lRgW,2r1r1k1/1p3p2/p4n1p/3P2p1/2n5/P1N1qP2/1PQ3PP/1B1R1R1K w - - 1 26,f1e1 e3e1 d1e1 e8e1,600,106,83,233,backRankMate mate mateIn2 middlegame short,https://lichess.org/D5vxrDRa#51
1147991,TANnI,8/2rk3p/4pp2/p7/3K1P2/7P/P7/2R5 w - - 0 46,c1c7 d7c7,600,113,76,242,crushing endgame oneMove,https://lichess.org/hCc6ftNX#91
309452,7rxWt,r2r3k/2p5/6Q1/p4p2/2b5/P1P2P2/1P4PP/4R2K w - - 7 33,e1e7 d8d1 e7e1 d1e1,600,102,84,359,backRankMate endgame mate mateIn2 short,https://lichess.org/IDD7UDft#65
446187,BK2dr,5rk1/R4ppp/4p3/1N2r3/2q5/8/1P4PP/5Q1K w - - 0 27,f1c4 e5e1 c4f1 e1f1,600,82,99,862,backRankMate endgame mate mateIn2 short,https://lichess.org/50mXmxfG#53
17532,0RfL9,r3rQ1k/1p4pp/1p5q/pP5P/P3pR2/6P1/1n4B1/5RK1 b - - 1 34,e8f8 f4f8 a8f8 f1f8,600,105,83,221,backRankMate mate mateIn2 middlegame short,https://lichess.org/wgiFj7Sd/black#68
137836,3VDAG,5rk1/pp3ppp/2p5/3r4/8/1P2R1P1/P5PP/4R1K1 b - - 2 31,f8d8 e3e8 d8e8 e1e8,600,103,75,65,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/7fLvum8y/black#62
2338085,xP4H4,3r2k1/1ppP3p/p5p1/q1P5/8/3Q4/2R3PP/3Rr2K w - - 1 34,d1e1 a5e1 d3f1 e1f1,600,105,89,402,endgame mate mateIn2 short,https://lichess.org/jF7zIP4G#67
1916761,mgbub,7R/1k3p2/6pp/1K6/2n3P1/p4P2/7P/8 w - - 0 55,h8e8 c4d6 b5a4 d6e8,600,96,93,646,crushing endgame fork short,https://lichess.org/gHs9Rkgu#109
1370966,Ypt0R,R5k1/5ppp/5n2/1p6/1Pr5/2P2P2/1K3P1P/3r4 b - - 1 28,d1d8 a8d8 f6e8 d8e8,600,105,67,223,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/4FOGkAGe/black#56
1147571,T9lrQ,3rr1k1/1p3ppp/p7/2P2P2/PP1q4/8/5P1P/R1Q3K1 b - - 0 28,d4d1 c1d1 d8d1 a1d1,600,108,79,185,advantage endgame short,https://lichess.org/m4G8IBIK/black#56
1916603,mgOns,4rrk1/5bb1/p4p2/5P2/2p3Q1/6R1/P3B1PP/3q3K w - - 0 32,e2d1 e8e1,600,99,86,459,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/ypD6NbQ7#63
991223,PAgcu,8/8/8/6P1/1p3K2/1k6/8/8 b - - 0 64,b3a2 g5g6 b4b3 g6g7 b3b2 g7g8q,600,92,83,672,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/lWufQAay/black#128
