,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
2142745,sQst0,6k1/5pp1/7p/4pP1Q/P7/2P5/1P3PPP/1q1r2K1 w - - 0 33,h5d1 b1d1,600,96,73,145,backRankMate endgame hangingPiece mate mateIn1 oneMove queenEndgame,https://lichess.org/wGB2gcp7#65
2338218,xPJcQ,4r1k1/p4ppp/2p3q1/2P5/P4P2/4Q2P/6P1/3R1RK1 b - - 0 27,e8e3 d1d8 e3e8 d8e8,600,98,88,124,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/ifhRMECa/black#54
446836,BL46q,4r2k/pp2r1pp/8/6N1/2b5/2P2B2/PP3PPP/R2R2K1 w - - 3 23,d1d4 e7e1 a1e1 e8e1,600,103,71,362,backRankMate mate mateIn2 middlegame short,https://lichess.org/8NBCuWOS#45
1917150,mhEBD,6k1/5ppp/p7/3pP3/3Pp3/PP2P3/4r3/2R3K1 b - - 3 34,e2e3 c1c8,600,87,100,109,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/KTCDw3fh/black#68
696361,HfuK8,R1r3k1/3p1ppp/8/8/1p6/6B1/6PP/R6K b - - 1 29,c8a8 a1a8,600,83,77,237,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/64YUEYBB/black#58
1788594,jQiZ1,2r1k3/6pp/p7/3Nb3/1P2P3/8/4bRPP/7K w - - 0 32,f2e2 c8c1 e2e1 c1e1,600,81,100,560,endgame mate mateIn2 short,https://lichess.org/noArTDKs#63
1148622,TBPgg,4Q2k/2p3pp/2p3n1/2q1P3/4P3/7P/2r2R2/6K1 b - - 4 31,g6f8 e8f8 c5f8 f2f8,600,109,71,175,backRankMate endgame mate mateIn2 short,https://lichess.org/8eTKhUUP/black#62
1750050,iRm1q,2kr2nr/Q7/1n1q2p1/4p2p/2PBp3/P7/5PPP/R2R2K1 w - - 0 26,d4b6 d6d1 a1d1 d8d1,600,100,93,399,backRankMate mate mateIn2 middlegame short,https://lichess.org/e9BiHUbt#51
990496,P9VWp,2r3k1/pp2bpp1/6p1/3R4/3B4/1P2P3/P1r2PPP/R5K1 w - - 3 21,d5d7 c2c1 a1c1 c8c1,600,94,89,743,backRankMate endgame mate mateIn2 short,https://lichess.org/fhlzGPIF#41
267548,6nSat,4r1k1/ppP2ppp/2n5/8/5B2/2Q5/P4PPP/3q2KR w - - 11 24,c3e1 e8e1,600,104,84,193,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/2W7jxkg0#47
1917158,mhFKu,2Q3k1/5ppp/8/8/8/3p1PKP/2r3P1/2R5 b - - 0 41,c2c8 c1c8,600,106,71,51,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/EvDnlX5y/black#82
1148667,TBThg,r6n/1ppk4/p3R3/P3P3/1P4B1/2p1b1Pp/7P/R6K w - - 0 30,e6c6 d7c6,600,111,69,106,crushing endgame hangingPiece oneMove,https://lichess.org/RhZqAvJG#59
2002089,oqv7p,2k1r3/pp1n1pp1/2p1r1p1/8/1b1p1q2/3BP2P/PPQ2PP1/R2K3R w - - 0 21,e3f4 e6e1 h1e1 e8e1,600,94,75,153,mate mateIn2 middlegame short,https://lichess.org/rsRDkhLG#41
831325,L6Mse,4rrk1/pp4p1/4pq1p/3pR3/3P4/1P2Q1P1/P4PK1/5R2 b - - 2 23,f6f3 e3f3 f8f3 g2f3,600,113,80,660,crushing endgame short,https://lichess.org/dgQ8sWII/black#46
873871,MBg0b,3R4/p3b1pk/1pr4p/8/8/4P1B1/P4PPP/6K1 w - - 1 28,d8d7 c6c1 d7d1 c1d1,600,94,78,87,backRankMate endgame mate mateIn2 short,https://lichess.org/2mxBcrSs#55
267512,6nOKM,8/4p1k1/r4pp1/2pRb1p1/N3P3/1PP4P/6P1/7K w - - 0 28,a4c5 a6a1 d5d1 a1d1,600,86,74,115,endgame mate mateIn2 short,https://lichess.org/pq6LtDs3#55
2269926,vfKnK,1r1r2k1/5p2/4p1p1/1p2q3/8/P1P4R/1P3PPP/4R1K1 w - - 0 39,e1e5 d8d1 e5e1 d1e1,600,108,73,266,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/Y0wsiKT5#77
1148696,TBWLR,8/8/1k3p2/4bP2/PNKp4/8/8/8 b - - 5 59,b6a5 b4c6 a5a4 c6e5,600,80,100,127,crushing endgame short,https://lichess.org/ThdXCKkI/black#118
137645,3UuYG,1k1R2r1/ppn5/2p2p2/8/P3PP2/6P1/1P4KP/3R4 b - - 1 36,g8d8 d1d8,600,81,100,312,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/eUCuJxl4/black#72
1148594,TBMVB,2r2rk1/2q1bpp1/p3p2p/3pP3/3P4/1R2B3/PP3QPP/R5K1 w - - 3 25,a1c1 c7c1 e3c1 c8c1,600,101,90,273,crushing middlegame short,https://lichess.org/JTFDBQbx#49
2338113,xP8Xf,r4rk1/1p2qpbp/p5p1/3Q4/P4B2/7P/1P1R1PP1/3R2K1 b - - 0 21,f8d8 d5d8 a8d8 d2d8,600,103,58,103,crushing kingsideAttack middlegame short,https://lichess.org/UGTzsZ8S/black#42
1916419,mg7pD,1r1r2k1/5pp1/8/pP2P1p1/2N5/Q1P5/P5PP/2Rq3K w - - 3 33,c1d1 d8d1,600,87,78,73,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/671HIQP3#65
779637,JmaEc,3r2k1/pQ3ppp/4p3/8/3r4/8/PP3PPP/2q1R1K1 w - - 0 23,e1c1 d4d1 c1d1 d8d1,600,96,76,288,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/0WK2BP18#45
1788571,jQgiZ,3r2k1/p4ppp/8/8/1R6/5P2/P1P1n1PP/1R1q3K w - - 5 31,b1d1 d8d1,600,136,60,49,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/VeIae5MG#61
779575,JmT52,6k1/5ppp/2q1p3/8/r4B2/4P3/5PPP/2R3K1 w - - 0 24,c1c6 a4a1 c6c1 a1c1,600,83,100,101,backRankMate endgame mate mateIn2 short,https://lichess.org/c13Z7Yf0#47
990584,P9eAR,r2Q2k1/5p1p/2p4B/p5Pq/1pp5/7P/PKP5/3Rr3 b - - 1 29,a8d8 d1d8 e1e8 d8e8,600,110,73,233,endgame mate mateIn2 short,https://lichess.org/JL0GcVDh/black#58
1528944,cpoGx,3r1k1r/R6p/2p3p1/8/8/8/PPP2PPP/4R1K1 w - - 0 22,e1e7 d8d1 e7e1 d1e1,600,87,71,106,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/KRy6BZWC#43
2030310,pZqSq,8/k1p5/Pp1p4/8/6Q1/8/P4RPP/q6K w - - 1 38,f2f1 a1f1,600,97,94,325,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/REc7ApUD#75
446735,BKtsH,8/5pkp/6p1/4q3/8/P1Q3P1/1KR4P/3r4 b - - 25 74,d1b1 b2b1 e5c3 c2c3,600,89,76,96,crushing endgame hangingPiece short,https://lichess.org/ISBJhbIP/black#148
2002168,or3lI,2k2R2/p5R1/1p6/2pp2pr/4r2p/2PK4/P1P5/7N b - - 1 35,e4e8 f8e8,600,93,82,293,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/PiZJ749b/black#70
1644009,fkruE,7k/pp4pp/8/2P5/8/1P2q3/P1Q3bP/5B1K w - - 0 30,f1g2 e3e1 g2f1 e1f1,600,113,65,175,endgame mate mateIn2 short,https://lichess.org/sXjCShKa#59
267653,6neRj,8/8/8/5kr1/7p/5p1P/PP2R1P1/K7 w - - 0 40,g2f3 g5g1 e2e1 g1e1,600,97,73,154,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/zu3TLDsS#79
2107114,rXFnW,r2r2k1/ppp2bp1/4Q3/4R3/2P5/P6R/5PPP/6K1 w - - 1 27,e6f5 d8d1 e5e1 d1e1,600,109,71,420,backRankMate endgame mate mateIn2 short,https://lichess.org/DHIyMJ1G#53
309560,7s6qt,6k1/p1Br1ppp/2p1p3/3p1b2/3P4/4P3/P2K1PPP/1R6 b - - 5 22,d7c7 b1b8 c7c8 b8c8,600,98,60,94,backRankMate endgame mate mateIn2 short,https://lichess.org/hlPGEihn/black#44
1148492,TBCaF,4r1k1/p4ppp/8/8/3R4/7P/P4PP1/6K1 b - - 0 28,e8e2 d4d8 e2e8 d8e8,600,107,82,45,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/2beFvhVI/black#56
2174443,tET2O,1R6/3k3p/p3r1p1/6n1/1BP1p3/P7/1P3P1K/8 w - - 0 38,b4d2 g5f3 h2g3 f3d2,600,104,82,231,advantage endgame fork short,https://lichess.org/SdO5h7Yr#75
991372,PAvCG,1r4k1/2R2pp1/4p2p/N7/4n3/P7/5PPP/6K1 w - - 0 30,f2f3 b8b1 c7c1 b1c1,600,105,63,91,endgame mate mateIn2 short,https://lichess.org/Yp7O1lfN#59
831341,L6OG2,2r5/4qp1k/7p/6p1/8/6P1/6PP/4R2K w - - 0 37,e1e7 c8c1 e7e1 c1e1,600,99,73,156,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/4cGIMRXH#73
1370046,YoP7u,2b2r1k/6pp/1pr2Q2/p7/P4p2/1P2BP2/N1PR2PP/6K1 b - - 0 27,f8f6 d2d8 f6f8 d8f8,600,101,93,268,backRankMate endgame mate mateIn2 short,https://lichess.org/e53eNijW/black#54
1148560,TBK3k,1r4k1/5ppp/1R2p3/R2pP3/5P2/8/2P3PP/7K b - - 0 28,b8b6 a5a8 b6b8 a8b8,600,88,62,100,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZNsUsbvf/black#56
696403,Hfzcm,8/3R4/3P1p1p/2Bk1P2/p7/5K1P/2r5/8 b - - 0 51,d5c5 d7c7 c5d6 c7c2,600,81,89,553,crushing endgame rookEndgame short skewer,https://lichess.org/6SCxCX2J/black#102
1074619,RIg4r,3r2k1/pp3p1p/2pq1npQ/4p3/4P3/1P6/PNP2PPP/4R1K1 w - - 2 21,e1d1 d6d1 b2d1 d8d1,600,105,86,621,backRankMate endgame mate mateIn2 short,https://lichess.org/kt7gbaxx#41
2270673,vgWbt,3rk2r/1pp2ppp/p7/1N1qp3/Bb2R3/8/PP3PPP/RNBQ2K1 w k - 1 14,e4b4 d5d1 a4d1 d8d1,600,107,69,272,backRankMate mate mateIn2 middlegame short,https://lichess.org/snt0cOH6#27
695710,HetX6,4r1k1/p4pp1/1p5p/3p4/Q2P4/8/PP2qPPP/2r2RK1 w - - 9 33,f1c1 e2e1 c1e1 e8e1,600,98,84,344,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/roWzROhn#65
1151621,TGD2C,2kr4/pppq1pQ1/2n1p3/4P1B1/8/2P1P3/PP3PPP/1r3RK1 w - - 0 18,f1b1 d7d1 b1d1 d8d1,600,98,93,378,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/TtN0XF35#35
875572,MEPNz,8/2k5/1p1p4/5r1p/1KP3b1/1P4Q1/8/8 w - - 1 50,b4c3 f5f3 g3f3 g4f3,600,83,100,184,crushing endgame fork master short,https://lichess.org/iY8IcM9I#99
987052,P45FO,1kn5/2p5/p7/3r4/4Q3/6pP/PP4P1/3qR2K w - - 2 39,e1d1 d5d1 e4e1 d1e1,600,100,57,149,endgame mate mateIn2 short,https://lichess.org/qYdTrnPH#77
987038,P43Hk,3r4/5kp1/5b1p/2p5/p1P5/P4R2/1r3PPP/3R2K1 w - - 0 31,d1d8 b2b1 d8d1 b1d1,600,101,88,403,backRankMate endgame mate mateIn2 short,https://lichess.org/CFqdbWqh#61
2266971,vahAK,k2q4/1p4b1/2p5/4Q2B/N3P1n1/P7/1PP2PP1/6K1 w - - 1 28,e5g7 d8d1,600,88,83,324,endgame mate mateIn1 oneMove,https://lichess.org/Z1rrgQOd#55
877635,MHe7q,6k1/7p/6p1/P7/8/1r1p4/3R1PPP/5K2 w - - 0 40,a5a6 b3b1 d2d1 b1d1,600,105,92,746,endgame mate mateIn2 rookEndgame short,https://lichess.org/TBUO5oUD#79
1598348,eaylH,8/p7/1p1b2p1/1P4P1/P4Pk1/4P2p/3B3K/8 w - - 6 51,e3e4 d6f4 d2f4 g4f4,600,106,85,109,bishopEndgame crushing endgame short,https://lichess.org/F3RRLUGq#101
2177203,tIpD8,8/p1p1R2N/5p2/5k2/P7/1P3bP1/1Br2P1P/6K1 w - - 1 36,b2f6 c2c1 e7e1 c1e1,600,101,82,100,endgame mate mateIn2 short,https://lichess.org/s0gGrMVJ#71
1072508,RFFBy,1k1r4/pp2n1pp/2p5/4R3/P7/8/2r2PPP/2R3K1 w - - 0 27,c1c2 d8d1 e5e1 d1e1,600,92,79,346,backRankMate endgame mate mateIn2 short,https://lichess.org/EHqMoD1K#53
987017,P41jh,8/3k1p2/n3p1p1/p3P2p/4BP1P/2P3P1/2K5/8 w - - 5 45,c2b3 a6c5 b3c4 c5e4,600,106,82,477,crushing endgame fork master short,https://lichess.org/ildInLlb#89
162304,47Hag,5k2/ppp2pp1/6p1/qB6/3P1p2/1PP5/P4PPP/4R1K1 b - - 2 25,a5c3 e1e8,600,98,90,549,endgame mate mateIn1 oneMove,https://lichess.org/eJWzjX0D/black#50
2339826,xRnNm,1r1R2k1/pbr2ppp/1p2p3/8/1nB1P3/P4P2/1PP3PP/2KR4 b - - 1 20,b8d8 d1d8,600,98,94,102,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ZlYmjxKn/black#40
454583,BXHDw,r1bqk2r/1p3pBp/p3p3/6b1/8/2Q5/PPP2PPP/2KR1B1R w kq - 1 13,c1b1 d8d1,600,106,65,312,hangingPiece mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/DbrqbYRD#25
1363155,YdQ5J,2R5/1p5p/3r2n1/1kN1p3/8/5N2/5PPP/6K1 w - - 1 34,c5e4 d6d1 f3e1 d1e1,600,104,77,287,backRankMate endgame mate mateIn2 short,https://lichess.org/b4ufaGij#67
1727574,hsY7H,6k1/3q1ppp/8/4p3/p7/3p3P/5PPK/1Q6 b - - 0 39,d3d2 b1b8 d7c8 b8c8,600,113,80,402,backRankMate endgame mate mateIn2 queenEndgame short,https://lichess.org/Qghq4AQL/black#78
781947,JqIdA,1k1r4/ppp4p/3bn1p1/4rp1B/1PP5/3R1K1P/P4P2/3R4 b - - 2 25,d6b4 d3d8 e6d8 d1d8,600,81,96,527,backRankMate mate mateIn2 middlegame short,https://lichess.org/9FFHX6SH/black#50
189043,4nPv1,2r3k1/5ppp/8/p3p3/2q1P3/3Q4/P4PPP/3R1K2 b - - 2 30,c4a2 d3d8 c8d8 d1d8,600,105,87,126,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/qcWnPT53/black#60
877677,MHh6Q,3r2k1/p4p1p/1p1Q2pB/4bp2/8/7P/5PP1/2R3K1 b - - 0 31,d8d6 c1c8 d6d8 c8d8,600,104,79,408,endgame mate mateIn2 short,https://lichess.org/iVj1XM5d/black#62
1155334,TM5ZL,2r3k1/Q6p/4Rpp1/3q4/p2P1P2/2r3P1/7P/4R1K1 b - - 0 30,c3c2 e6e8 c8e8 e1e8,600,85,79,205,endgame mate mateIn2 short,https://lichess.org/fqSzl2Oo/black#60
986993,P3z1R,2r1r1k1/p5pp/4qp2/8/8/2P3Q1/PP1R1PPP/5RK1 w - - 3 28,f1d1 e6e1 d1e1 e8e1,600,106,89,578,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/UJF32HvA#55
1532688,cvc4s,8/p4kp1/5n2/3p1p2/3K1P2/1Pp1P1R1/P7/8 w - - 1 42,d4c3 f6e4 c3d4 e4g3,600,112,90,698,advantage endgame fork short,https://lichess.org/JZNrx58f#83
69454,1lUyW,2Q2rk1/p2R1ppp/8/8/8/6Pq/PPP2P1P/3R2K1 b - - 0 24,f8c8 d7d8 c8d8 d1d8,600,102,84,424,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/P4hrRZg0/black#48
1919760,mlPBX,6k1/5pp1/p6p/4q3/2R5/P1Q3P1/1PP2PP1/4r1K1 w - - 1 30,c3e1 e5e1,600,83,95,698,advantage endgame hangingPiece oneMove,https://lichess.org/9JXLkMly#59
1919791,mlRtC,7k/6pp/8/2p1Qr2/1pPp4/7P/6P1/R5K1 b - - 0 32,f5e5 a1a8 e5e8 a8e8,600,83,100,340,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/Ivx7QheX/black#64
2266997,vak9E,5R1k/p3b1p1/7p/8/7q/3B4/PPP3PP/5R1K b - - 0 32,e7f8 f1f8,600,82,100,394,endgame master mate mateIn1 oneMove,https://lichess.org/9oR5yBFJ/black#64
1532587,cvUOr,5r1k/6pp/4Q3/P7/8/3P4/5rPP/q2R3K w - - 0 25,d1a1 f2f1 a1f1 f8f1,600,99,90,719,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/vMUUDzLZ#49
310566,7tjAs,4r1k1/1Rp2ppp/pb1p4/8/3P4/4BP2/P4P1P/6K1 b - - 1 23,e8e6 b7b8 e6e8 b8e8,600,99,88,99,backRankMate endgame mate mateIn2 short,https://lichess.org/IB7fPl5z/black#46
781851,Jq9jC,4r2k/p4p1p/1p3Pp1/6P1/8/8/5PP1/2R3K1 b - - 1 39,e8e5 c1c8 e5e8 c8e8,600,97,70,138,endgame mate mateIn2 rookEndgame short,https://lichess.org/razEJxB4/black#78
1999721,onB99,1r3b1k/6p1/3p3p/1n2p3/2B1P2P/p7/1PP2BP1/1K1R4 w - - 0 29,b2b3 b5c3 b1a1 c3d1,600,98,93,177,crushing endgame fork short,https://lichess.org/LJWODcML#57
454259,BWi9O,1k2Q2r/ppp3p1/1b6/6Bp/8/8/PP3PPP/4R1K1 b - - 0 24,h8e8 e1e8,600,94,93,433,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/X2Vism7q/black#48
135566,3RV8S,3q2k1/p5p1/4pr1p/8/3r4/8/P3QPPP/1R1R2K1 w - - 0 26,d1d2 d4d2 e2d2 d8d2,600,103,81,97,crushing endgame short,https://lichess.org/9taHc9O9#51
310580,7tklX,4r1r1/3b4/1bp3k1/pP3p1p/P1P2R2/8/1B4PP/3R3K w - - 2 25,d1d7 e8e1 f4f1 e1f1,600,101,88,162,backRankMate endgame mate mateIn2 short,https://lichess.org/sSKMCUJS#49
1448551,anBLr,2kr3r/ppp1Np2/5n2/3R3p/6p1/4PnP1/PP3PKP/3R4 b - - 3 22,c8b8 d5d8 h8d8 d1d8,600,88,68,161,backRankMate mate mateIn2 middlegame short,https://lichess.org/IlT2BFtO/black#44
1363429,YdqiQ,6k1/2p2pp1/7p/1ppn4/5P1P/1K6/2B5/4R3 b - - 3 39,d5f4 e1e8,600,102,84,581,endgame mate mateIn1 oneMove,https://lichess.org/0XRe4nn0/black#78
1363420,YdpvA,3r2k1/5ppp/4p3/R7/2P2P2/8/2P1Q1PP/3q3K w - - 1 29,e2d1 d8d1,600,89,56,79,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/HDRAN7gu#57
454505,BX95v,5r2/pR4b1/2Qr2k1/4pn1p/2P5/4B3/P4PPP/6K1 w - - 11 38,c6e4 d6d1,600,85,96,733,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/dDJ7csRU#75
16380,0PpYI,2R5/5pbk/1rP1p1pp/p7/8/3P1N2/P4PPP/6K1 w - - 3 28,c6c7 b6b1 f3e1 b1e1,600,96,60,90,backRankMate endgame mate mateIn2 short,https://lichess.org/AOcGl803#55
2267084,vas5T,7k/6p1/2pr3p/8/2p1P3/8/5PPP/2R3K1 w - - 2 32,c1c4 d6d1,600,96,37,62,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/PJK2Dlv1#63
29533,0kvDP,4r1k1/p4ppp/1p6/8/1P6/P3BP2/6PP/3R2K1 b - - 0 24,e8e3 d1d8 e3e8 d8e8,600,100,73,190,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/eBbg4GXX/black#48
263608,6hFv1,r5k1/1R3p2/3p1pp1/3P4/2r5/PR6/6PP/7K w - - 0 33,b7d7 c4c1,600,88,80,166,backRankMate endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/dJM60lyO#65
987088,P48BE,7r/R3b3/2kp4/2p1p1p1/2P1P2p/7P/3R1PPB/1r4K1 w - - 5 29,d2d1 b1d1,600,100,85,548,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/PovF0h39#57
1155007,TLbbk,4r1k1/5pp1/p7/1p1R4/7R/6P1/1b3P1P/2r2NK1 b - - 0 29,e8e1 d5d8 e1e8 d8e8,600,107,81,677,endgame mate mateIn2 short,https://lichess.org/kPAXYaYP/black#58
2267047,vaoaH,3r3k/1p4b1/1n1q3p/4p1pB/p3P1P1/2P4P/PP2Q2K/2N2R2 w - - 2 32,f1d1 d6d1 e2d1 d8d1,600,100,83,88,crushing middlegame short,https://lichess.org/Ll0S4b20#63
2413659,zKDKg,4r1k1/pp3ppp/2p1p3/8/8/1P4P1/P4P1P/3R2K1 b - - 0 24,e8e7 d1d8 e7e8 d8e8,600,100,60,197,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/6RVlWxxX/black#48
1645930,fnrx6,8/pp2k3/b1p1PB1R/7P/5K2/P7/1Pr5/6r1 b - - 4 37,e7e8 h6h8 g1g8 h8g8,600,105,67,80,endgame mate mateIn2 short,https://lichess.org/K78E2NmA/black#74
1363276,YdbPL,8/4k3/r3p1p1/7p/7P/6P1/P4PK1/R7 b - - 1 32,a6a2 a1a2,600,111,77,170,crushing endgame hangingPiece oneMove rookEndgame,https://lichess.org/dlsY1euh/black#64
689189,HUc4r,6k1/1p3ppp/5b2/3p4/2pP1P2/1q3NK1/r5PP/2B1R3 b - - 7 27,f6d4 e1e8,600,107,80,291,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/Qc1Uzbaa/black#54
454210,BWcwJ,8/1kn2p2/p5p1/Kp5p/8/P3BPP1/1P5P/8 w - - 4 34,a5b4 c7d5 b4c5 d5e3,600,82,97,447,crushing endgame fork master short,https://lichess.org/Tho0goLP#67
2339860,xRqVM,8/p1p3pp/6k1/1B4P1/PbP2pK1/1b6/8/8 b - - 2 36,b4d2 b5e8,600,102,95,462,bishopEndgame endgame mate mateIn1 oneMove,https://lichess.org/UJjuDjmK/black#72
688735,HTrFQ,r5k1/1ppq1pbp/p2p2p1/3P4/P1P2P2/2N1Q3/1P4PP/4R1K1 b - - 2 21,a8e8 e3e8 d7e8 e1e8,600,85,76,226,crushing endgame kingsideAttack short,https://lichess.org/KyFLPUpH/black#42
2433888,zqBTM,6k1/5p1p/3N2p1/p2Pp3/4P3/1r3N2/3R1PPP/6K1 w - - 1 36,d2a2 b3b1 f3e1 b1e1,600,103,49,289,backRankMate endgame mate mateIn2 short,https://lichess.org/RHWGRGQy#71
1362946,Yd7jT,2r3k1/3q1ppp/p1p4r/3p4/3P4/1P4P1/P3QP1P/R3R1K1 b - - 2 26,d7h3 e2e8 c8e8 e1e8,600,109,77,301,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/IoZQX62T/black#52
830137,L4VGz,r1Q4k/1p4pp/6nq/8/r7/6P1/1B3P1P/2R2RK1 b - - 1 33,a8c8 c1c8 g6f8 c8f8,600,101,64,235,mate mateIn2 middlegame short,https://lichess.org/R3Bfco8d/black#66
1072415,RF4uR,5k2/3r4/p4BR1/6bp/4N2P/8/PP3P2/K7 w - - 5 37,f6g5 d7d1 g5c1 d1c1,600,102,71,22,backRankMate endgame mate mateIn2 short,https://lichess.org/UM63Jdi4#73
2339903,xRuRa,8/ppk5/8/8/3p1P1p/1Pn4P/6P1/3R2K1 w - - 2 34,d1d4 c3e2 g1f1 e2d4,600,116,82,199,crushing endgame fork short,https://lichess.org/u01b4urg#67
986899,P3pOj,6k1/p3np1p/2p3p1/2P5/4r3/P6P/1B4PK/3R4 b - - 1 32,e7f5 d1d8 e4e8 d8e8,600,100,74,318,endgame mate mateIn2 short,https://lichess.org/lDYRc1Wh/black#64
877809,MHtqd,5k2/5ppp/8/1p6/3r4/8/PP3PPP/4R1K1 w - - 0 25,e1e2 d4d1 e2e1 d1e1,600,101,79,79,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/xcc7B4ZR#49
1029276,Q9805,1k1r4/1p6/8/8/8/8/PP2N3/K2q3R w - - 2 44,h1d1 d8d1 e2c1 d1c1,600,100,83,111,backRankMate endgame mate mateIn2 short,https://lichess.org/0ci3dOhV#87
358117,95tNd,r3Q1k1/1b3ppp/pq6/1p6/1n1N4/3P1N1P/PPP2PP1/4R1K1 b - - 6 22,a8e8 e1e8,600,96,79,261,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/gC9OeHmr/black#44
782023,JqPil,8/8/K7/1p5p/1P6/2P3k1/8/8 w - - 1 47,a6b5 h5h4 b5a6 h4h3 b4b5 h3h2 b5b6 h2h1q,600,105,91,748,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/QtKQxnx2#93
1362887,Yd1nA,2b3k1/1p3ppp/1p6/4Pp2/2p5/5B2/rP3PPP/3R3K b - - 1 20,a2a8 d1d8,600,86,60,117,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/hDEJJAU9/black#40
1155550,TMQ4u,2n3k1/pp2rpp1/2p4p/7P/5P2/3B2P1/PPP5/2KR4 b - - 1 30,e7d7 d3h7 g8h7 d1d7,600,82,100,73,crushing discoveredAttack endgame master short,https://lichess.org/pvEHdWXS/black#60
2177326,tIzot,r6k/1R4p1/4QR1p/8/8/p7/6PP/3q3K w - - 1 32,f6f1 d1f1,600,88,71,118,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/5NDYcitn#63
1646039,fo1mz,8/7p/3r1kp1/PP2pp2/8/8/2p3PP/2q2Q1K w - - 0 46,f1c1 d6d1 c1d1 c2d1q,600,90,92,767,advancedPawn backRankMate endgame fork mate mateIn2 promotion queenRookEndgame short,https://lichess.org/mtRHuZig#91
1072409,RF4M8,r2r2k1/1b2q1pp/p1n2p2/2P5/1P6/2p3Q1/5PPP/R1N1R1K1 w - - 0 22,e1e7 d8d1 e7e1 d1e1,600,104,80,433,backRankMate mate mateIn2 middlegame short,https://lichess.org/QawvMvif#43
1999457,omjWE,6k1/Q1p2pp1/2p4p/5R2/2q5/8/PPP3PP/4r1K1 w - - 1 25,f5f1 c4f1,600,106,92,547,endgame mate mateIn1 oneMove,https://lichess.org/txq8o3ne#49
1646041,fo1uD,6k1/5ppp/1p6/2pP4/r1P5/8/4RPPP/6K1 w - - 0 30,d5d6 a4a1 e2e1 a1e1,600,100,92,221,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/xngI2Wd4#59
688476,HTRlS,5k2/pr3p2/1p3B1R/6pK/8/4n2P/P1P3P1/8 b - - 2 38,e3g2 h6h8,600,103,93,481,endgame mate mateIn1 oneMove,https://lichess.org/4O7pZQs8/black#76
263192,6gbpJ,2r5/pp4p1/5k1p/8/4Q1n1/8/P4PPP/RN4K1 w - - 0 31,e4g4 c8c1 g4d1 c1d1,600,106,79,537,backRankMate endgame mate mateIn2 short,https://lichess.org/bn4NGKvw#61
1598239,eaoVz,6rk/5p1p/p2ppPr1/2p5/8/1P5R/P1P3PR/6K1 b - - 5 30,h7h6 h3h6 g6h6 h2h6,600,104,91,906,endgame mate mateIn2 rookEndgame short,https://lichess.org/WaCPU5hH/black#60
